ID;Название;Кол-во просмотров;Настроение;ТОП10 Слов
1917;Meet a young entrepreneur, cartoonist, designer, activist …;1296911;Inspiring Beautiful Fascinating;бизнес среда клиент официант опылитель сэр любовь ткань существо анимация
1918;How we turned the tide on domestic violence (Hint: the Polaroid helped);972438;Courageous Inspiring Informative;насилие акт шаг кампания убежище девушка ботать ужин взрослый клуб
1919;The world is one big dataset. Now, how to photograph it ...;797242;Informative Ingenious Fascinating;спутник снимок запуск телескоп съемка размер космос поколение фотосъемка штука
1920;How architectural innovations migrate across borders;650306;Inspiring Informative OK;диего сан граница тихуана сообщество урбанизация территория трущоба стена квартал
1921;Art that craves your attention;982971;Funny Fascinating Ingenious;аудитория картина фигура зритель наблюдатель комната камера размер решетка состояние
1922;A new equation for intelligence;1839507;Fascinating Informative Unconvincing;интеллект энтропик способность свобода применение вариант механизм инструмент диск уравнение
1923;A-rhythm-etic. The math behind the beats;1250151;Fascinating Beautiful OK;ритм етика публика триоль число четверть фигура возглас нота четвертак
1924;"Does the media have a ""duty of care""?";818064;Persuasive Informative Inspiring;обязанность осторожность стивенсон демократия сми политика улитка кинорежиссер пиво донохья
1925;Love -- you're doing it wrong;3178499;Inspiring Funny Beautiful;соблазнение любовь капитал ценность желание нежность мастер жена эскалоп мука
1926;Paper beats plastic? How to rethink environmental folklore;1095966;Informative Persuasive Inspiring;среда цикл холодильник зелень телефон чайник еда пакет бумага выбор
1927;The investment logic for sustainability;854953;Informative Persuasive Inspiring;устойчивость инвестор риск инвестирование показатель доход фонд управление бизнес капитал
1928;Synthetic voices, as unique as fingerprints;789987;Inspiring Fascinating Beautiful;голос саманта индивидуальность донор патель источник образец фильтр сочетание запись
1929;We need money for aid. So let’s print it.;712562;Unconvincing Fascinating Informative;инфляция банк инвестор печатание благотворительность выплата доход актив схема дороти
1930;What it takes to be a great leader;2736366;Inspiring Informative OK;лидер лидерство команда бизнес практика шаг оценка различие способность род
1931;Are we designed to be sexual omnivores?;1777464;Informative Persuasive Fascinating;шимпанзе сексуальность предок секс набухание период собиратель семя дарвин понимание
1932;We're all hiding something. Let's find the courage to open up;2364067;Inspiring Courageous Beautiful;шкаф девочка разговор признание выход блинчик секрет принцип мальчик лесбиянка
1933;Why good hackers make good citizens;793309;Inspiring Informative Persuasive;хакер хакерство сайт участие америка код гонолулу мехико житель бригада
1934;A word game to communicate in any language;1161819;Inspiring Fascinating Informative;предложение фриспич суп мысль аутист грамматика схема взаимодействие аутизм инструмент
1935;Can the damaged brain repair itself?;878340;Inspiring Informative Fascinating;джон заболевание лекарство нерв надежда нейрон повреждение открытие склероз область
1936;What we can learn from galaxies far, far away;1186290;Informative Fascinating Inspiring;скопление галактика вселенная тип материя масштаб притяжение газ частица температура
1937;The 3 agencies with the power to make or break economies;1165241;Informative Persuasive Inspiring;агентство рейтинг экономика индикатор игрок сектор отличие интерес автомобиль альтернатива
1938;How data will transform business;1183159;Informative Fascinating Inspiring;бизнес стоимость стратегия тип цепь масштаб геном хендерсон существо издержки
1939;Could future devices read images from our brains?;841031;Fascinating Jaw-dropping Informative;разрешение магнит операция поле дозировка вещество мысль увеличение сканирование гормон
1940;Government surveillance — this is just the beginning;757916;Informative Persuasive Courageous;гамма веб тим слежка хакинг журналист камера активист слежение фбр
1941;A 50-cent microscope that folds like origami;1551794;Ingenious Inspiring Fascinating;микроскоп бумага линза этап фолдскоп производство диагностика смесь краситель малярия
1942;My DNA vending machine;748305;OK Unconvincing Fascinating;днк автомат образец клубника икра коробка пробирка оливер биотехнология искусствомат
1943;"Can we all ""have it all""?";1030985;Inspiring Courageous Persuasive;равенство хозяйство забота выбор обязанность труд пора сын государство сфера
1944;You don't need an app for that;1415345;Informative Inspiring Fascinating;телефон золото инновация волнорез эрик открытие изобретение кения фейсбук континент
1945;The birds and the bees are just the beginning;2138025;Funny Informative Fascinating;секс пенис сперма стратегия орган потомство размер особь млекопитающее вагин
1946;The neuroscience of restorative justice;630006;Informative Fascinating Inspiring;джо миндалина мышь преступник психопат вормвуд скрабс взрослый стресс эмоция
1947;How I help transgender teens become who they want to be;1123106;Informative Inspiring Persuasive;пол рост созревание гормон период девочка николь мальчик возраст грудь
1948;The long reach of reason;836660;Informative Persuasive Inspiring;разум довод наказание желание сопереживание эмпатия круг ангел столетие обычай
1949;My wish: To launch a new era of openness in business;692599;Informative Courageous Inspiring;владелец кампания имя эпоха общественность реестр фирма адвокат клуб сотня
1950;Here's how we take back the Internet;3390164;Courageous Informative Inspiring;америка безопасность тим мнение конгресс терроризм поступок доступ суд тайна
1951;What I learned from going blind in space;3046425;Inspiring Fascinating Courageous;паук паутина корабль космос средство опасность атмосфера секунда вдова реакция
1952;The NSA responds to Edward Snowden’s TED Talk;1133010;Unconvincing Informative Obnoxious;государство мнение атака угроза терроризм господин безопасность сноудно метаданные тайна
1953;Where’s Google going next?;1954609;Inspiring Informative Fascinating;кот шар доступ поиск велосипед охрана ларри пользователь автомобиль сфера
1954;My daughter, Malala;1695639;Inspiring Courageous Beautiful;девочка малала дочь честь сестра брат кодекс имя рождение мальчик
1955;Zombie roaches and other parasite tales;1357489;Fascinating Informative Funny;паразит оса таракан артемий сверчок солитер носитель червь волосатик манипулирование
1956;To create for the ages, let's combine art and engineering;964798;Inspiring Fascinating Informative;пантеон чудо крыша дорога окулус купол транспорт знание дыра видение
1957;The curly fry conundrum: Why social media “likes” say more than you might think;1740592;Informative Fascinating Persuasive;пользователь фэйсбук страница атрибут интеллект соцсеть использование тип лайк картофель
1958;Protecting Twitter users (sometimes from themselves);818547;Informative Funny Fascinating;аккаунт твитов масштаб картинка сообщение пользователь кошка шанс ошибка оскорбление
1959;The new bionics that let us run, climb and dance;5224297;Inspiring Beautiful Fascinating;бионика узел танец мышца кожа ткань центр инвалидность экзоскелет проектирование
1960;The unstoppable walk to political reform;1042040;Inspiring Persuasive Courageous;аарон изъян реформа надежда номер грэнни гэмпшир январь интел область
1961;Why I must come out;2821493;Courageous Beautiful Inspiring;пол красота конкурс транссексуал джин рамка операция сцена имя рождение
1962;It's TED, the Musical;685450;Funny OK Confusing;доклад сцена тренер маркер дата браун але тейлор звонок перо
1963;The discovery that could rewrite physics;1506441;Fascinating Informative Beautiful;вселенная волна понедельник небо пузырь галактика звон послесвечение космос взрыв
1964;Why giving away our wealth has been the most satisfying thing we've done;2402033;Inspiring Informative Fascinating;фонд билл вакцина благотворительность мелинда контрацептив путешествие майкрософт течение число
1965;Teach teachers how to create magic;1611878;Inspiring Persuasive Informative;магия аудитория теория навык церковь ученик преподавание крис университет преподаватель
1966;How public spaces make cities work;877157;Inspiring Informative Beautiful;парк район лайн нью-йорк манхеттен житель квартал куда застройщик проектировщик
1969;Hidden miracles of the natural world;5779802;Fascinating Beautiful Inspiring;организм съемка микроскоп днк крыло загадка путешествие стрекоза паутина поток
1971;The sore problem of prosthetic limbs;697631;Inspiring Informative Ingenious;гильза протез сьерра-леоне конечность метод анатомия давление государство протезист деформация
1972;Be passionate. Be courageous. Be your best.;971602;Inspiring Courageous Beautiful;габби полет марк конгресс ранение тусон реабилитация гиффордс член прогноз
1973;Should you live for your résumé ... or your eulogy?;1866794;Inspiring Fascinating Beautiful;адам характер добродетель логика грех любовь соловейчик панегирик борьба успех
1974;For parents, happiness is a very high bar;1570501;Inspiring Informative Persuasive;счастие общение роль класс кризис воспитание полка папа руководство рецепт
1976;The flower-shaped starshade that might help us detect Earth-like planets;1123525;Fascinating Informative Inspiring;телескоп звезда тень лепесток абажур солнце ширма космос спитцер орбита
1977;My life in typefaces;1044968;Informative Fascinating OK;шрифт буква дизайнер засечка экран середина пиксел рамка прямой разрешение
1978;Embrace the near win;1837206;Inspiring Beautiful Fascinating;победа мастерство успех творчество разница мюррей видение соревнование упорство тренер
1979;How synchronized hammer strikes could generate nuclear fusion;972048;Informative Ingenious Fascinating;синтез плазма нейтрон поршень сжатие лазер аппарат центр металл мегаватт
1981;A shark-deterrent wetsuit (and it's not what you think);2296734;Informative Ingenious Fascinating;акула гидрокостюм нападение снасть австралия черный узор качество панель зрение
1982;Tiny satellites show us the Earth as it changes in near-real-time;1601384;Inspiring Informative Fascinating;спутник снимок голубь тема человечество размер доступ космос урожай команда
1983;Success, failure and the drive to keep creating;2640677;Inspiring Beautiful Courageous;неудача успех писательство корги опыт провал официантка возвращение вдохновение преданность
1984;The best computer interface? Maybe ... your hands;961136;Ingenious Fascinating Inspiring;взаимодействие арфа экспонат шкала средство управление интерфейс протеин воспроизведение маркер
1985;Autism — what we know (and what we don’t know yet);1829618;Informative Fascinating Inspiring;аутизм ген сестра близнец диагноз степень риск брат генетика расстройство
1986;Are athletes really getting faster, better, stronger?;2349929;Informative Fascinating Inspiring;метр спорт атлет оуэнс рекорд игрок бег покрытие болт джесси
1987;Get your next eye exam on a smartphone;981550;Inspiring Ingenious Informative;оборудование зрение смартфон приложение кения слепота сетчатка эксперт заболевание команда
1988;The emergent patterns of climate change;1048044;Informative Persuasive Fascinating;климат порядок величина явление код атмосфера облако загрязнение свойство наблюдение
1989;What does the future hold? 11 characters offer quirky answers;1354045;Funny Beautiful Inspiring;тип боже феминистка диета имя альенде персонаж феминизм сара опыт
1990;Color blind or color brave?;1738759;Inspiring Courageous Informative;разнообразие цвет раса кожа америка бизнес чернокожий разговор оспа дискриминация
1991;And for my next trick, a robot;1407872;Funny OK Fascinating;робот иллюзия абракадабра фантастика человечество чудо намерение рассказ гарантия пионер
1992;The military case for sharing knowledge;935917;Informative Persuasive Inspiring;эдвард знание ирак стена сноудена аль-каида утечка молодой лето факт
1993;"Comics that ask ""what if?""";2048251;Funny Informative Ingenious;центр мяч перфокарта число подсчет воздух математика сервер площадь электроэнергия
1994;How sampling transformed music;2442487;Beautiful Fascinating Inspiring;запись слик выступление альбом марк тилсон томас майкл рика кейт
1995;What ants teach us about the brain, cancer and the Internet;1266447;Informative Fascinating OK;муравей поиск взаимодействие пища ресурс рак условие среда сборщик алгоритм
1996;How to rob a bank (from the inside, that is);1367164;Informative Persuasive Jaw-dropping;кредит кризис мошенничество банк контроль афера обман потеря фбр крах
1997;The bridge between suicide and life;2124180;Inspiring Courageous Informative;мост кевин самоубийство джейсон самоубийца ящик надежда перила письмо башня
1998;Why good leaders make you feel safe;4298851;Inspiring Informative Persuasive;лидер безопасность сотрудничество доверие капитан боб лидерство отпуск бизнес эмоция
1999;Why veterans miss war;1753330;Informative Inspiring Courageous;сражение афганистан солдат пуля брэндэн песок братство течение мертвый опыт
2000;The Museum of Four in the Morning;1522779;Beautiful Funny Fascinating;утро ривз стихотворение кассета джереми цитата рон письмо декабрь коллекция
2001;The loves and lies of fireflies;881140;Fascinating Informative Beautiful;светлячок вспышка сигнал огонь партнер ухаживание ночь токсин хищник отбор
2002;The smelly mystery of the human pheromone;1078927;Informative Fascinating OK;феромон запах вещество подмышка млекопитающее железа рецептор секрет младенец нос
2003;Save the oceans, feed the world!;1111114;Informative Persuasive Inspiring;рыба промысел ловля рыболовство морепродукт зона выброс территория люциан протеин
2004;"The hunt for ""unexpected genetic heroes""";892709;Informative Inspiring Fascinating;поиск образец мутация заболевание фактор ген риск носитель герой команда
2005;How the worst moments in our lives make us who we are;3501188;Inspiring Beautiful Courageous;смысл самоопределение радость способность трудность брак девчонка художник индивидуальность опыт
2006;How the teddy bear taught us compassion;1050092;Informative Inspiring Persuasive;медведь опоссум мишка рузвельт игрушка билли дерево миссисипи штат президент
2007;How augmented reality will change sports ... and build empathy;1080638;Informative Unconvincing OK;поле ощущение игрок команда фанат шлем квотербек мяч крис шаг
2008;How to talk to veterans about the war;813685;Inspiring Courageous Informative;служба военный армия солдат граница ветеран команда вертолет афганистан плечо
2009;A glimpse of life on the road;1301964;Informative Inspiring Fascinating;дорога путешественник мечта бродяга шанс еда приключение штат освобождение пища
2010;How I started writing songs again;1702306;Inspiring Beautiful Fascinating;сигнал корабль бутылка верфь послание ботинок королева умерший море зал
2011;Is religion good or bad? (This is a trick question);1381680;Unconvincing Confusing Informative;религия бог христианство список раввин король дед вера предок определение
2012;The psychology of your future self;2655991;Informative Fascinating Inspiring;возраст ценность половина предпочтение течение личность респондент прошлое анализ десятилетие
2013;Why people need poetry;969792;Beautiful Fascinating Inspiring;стихотворение поэзия храбрец солнце поэт перевод ветер прошлое армантраут живой
2014;The secrets of nature's grossest creatures, channeled into robots;1162189;Fascinating Informative Ingenious;таракан насекомое робот бег экзоскелет стена повреждение местность стая пенни
2015;Get ready for hybrid thinking;1562335;Informative Fascinating Inspiring;неокортекс млекопитающее иерархия антоновка кора облако буква мышление размер среда
2016;What the gay rights movement learned from the civil rights movement;636515;Inspiring Informative Beautiful;сообщество борьба гомосексуалист брак ЛГБТ защита саманта темнокожий афроамериканец стратегия
2017;I’m not your inspiration, thank you very much;1983697;Funny Informative Persuasive;инвалидность инвалид ложь достижение штука выгода мельбурн улыбка девочка термин
2018;The shocking move to criminalize nonviolent protest;916649;Informative Courageous Inspiring;терроризм фбр террорист обвинение борьба дверь листовка событие демонстрант угроза
2019;Hackers: the Internet's immune system;1592814;Informative Inspiring Fascinating;хакер доступ власть государство свобода анонимус генерал линия халил маршрутизатор
2020;Why truly innovative science demands a leap into the unknown;908944;Inspiring Persuasive Fascinating;облако импровизация театр схема конференция граница актер знание выражение деятельность
2021;The world's largest family reunion … we're all invited!;1019323;Fascinating Funny Informative;родственник древо колено пра жена потомок встреча сайт родство днк
2022;"What makes a word ""real""?";1341664;Informative Fascinating Funny;словарь значение редактор пометка глагол голосование сленг список статья победитель
2023;How to make hard choices;3948513;Inspiring Informative Persuasive;выбор вариант альтернатива профессия аргумент ценность художник деревня юрист вес
2024;I am the son of a terrorist. Here's how I chose peace.;3167250;Inspiring Courageous Beautiful;религия опыт терроризм носар еврей жертва мишень взрыв насилие детство
2025;The art of stillness;1985344;Inspiring Beautiful Persuasive;шаббат путешественник путешествие остановка эпоха шекспир стоик сообщение писатель опыт
2026;What’s next in 3D printing;2396632;Inspiring Informative Beautiful;печать производство дед туфля аманда принтер костюм заказ халл чак
2027;Two nerdy obsessions meet -- and it's magic;1553511;Fascinating Ingenious Funny;гвен маркер задача головоломка порядок хаос кроссворд бык сова дон
2028;3 ways to speak English;3324192;Inspiring Beautiful Fascinating;народ привет согражданин двор класс профессор правило дикция трансформация версия
2029;Why your worst deeds don’t define you;1288644;Inspiring Courageous Informative;тюрьма сын прощение заключение письмо камера срок искупление перемена боль
2030;What’s wrong with your pa$$w0rd?;1337588;Informative OK Persuasive;пароль правило фраза символ карнеги индикатор надежность меллон условие обезьянка
2031;Two poems about what dogs think (probably);1311157;Funny Beautiful OK;собака хозяин команда пес кошка тень проза родственник жетон монограмма
2032;Why we should trust scientists;918679;Informative Persuasive Inspiring;теория вера гипотеза метод звезда параллакс авторитет вывод солнце прогноз
2033;The DIY orchestra of the future;1104671;Inspiring Fascinating Beautiful;инструмент ноутбук окарина оркестр пользователь частота отверстие род микрофон дабы
2034;How to speak so that people want to listen;10138378;Informative Inspiring Persuasive;голос инструмент значение привычка регистр любовь обстановка набор честность тишина
2035;The 1s and 0s behind cyber warfare;917391;Informative Fascinating Ingenious;код кибер единичка нолик телефон абстракция батарея текст секунда террорист
2036;Which country does the most good for the world?;2187707;Inspiring Beautiful Informative;государство политик рейтинг индекс глобализация власть политика ирландия психопат человечество
2037;Can prejudice ever be a good thing?;944204;Informative Persuasive Fascinating;американец смит кукла разум предвзятость обама предубеждение стереотип собака опыт
2038;Why I love a country that once betrayed me;1343793;Inspiring Courageous Informative;демократия американец тюрьма америка проволока происхождение японец молодой герой идеал
2039;How giant websites design for you (and a billion others, too);1449826;Informative Inspiring Fascinating;пользователь кнопка сообщение дизайнер сайт смирение масштаб телефон мелочь дерзость
2041;"Want to innovate? Become a ""now-ist""";1790162;Inspiring Informative Fascinating;инновация стоимость оборудование завод биоинженерия разработка шэньчжэнь гейгер счетчик радиация
2042;When people of Muslim heritage challenge fundamentalism;1350097;Courageous Inspiring Informative;фундаментализм амель фундаменталист терроризм борьба алжир мусульманин жертва правый фестиваль
2043;A 30-year history of the future;1670303;Inspiring Informative Fascinating;период негропонт палец николас телевидение ноутбук смысл предсказание курица инструкция
2044;Our unhealthy obsession with choice;1319991;Informative Inspiring OK;выбор автомобиль идеология маня перемена клиент риск вероятность очевидность знание
2045;How do you explain consciousness?;1786492;Fascinating Informative OK;сознание теория основа физика масса степень кино интегрирование видение область
2046;A tool to fix one of the most dangerous moments in surgery;1263293;Informative Ingenious Fascinating;наконечник инструмент лапароскопия операция стена пункция прокол ткань дрель разрез
2047;Sculptures that’d be at home in the deep sea;795611;Ingenious OK Beautiful;инсталляция дома датчик лампочка телевизор музей трубка ощупь игрушка шлем
2048;What humans can learn from semi-intelligent slime;816208;Fascinating Informative Beautiful;слизевик сообщество организм пища хлопья исследователь художник сотрудничество направление интеллект
2049;Are you human?;3365881;Funny Beautiful Inspiring;телефон предложение идиот порядок способность тест регистрация выход воспоминание соблазн
2050;An ultra-low-cost college degree;2539502;Inspiring Informative Beautiful;университет патрик ваэл профессор курс задание альтернатива доступ сокурсник экзамен
2052;How animations can help scientists test a hypothesis;738460;Informative Fascinating Inspiring;мультипликация мультфильм биолог клатрин рисунок белок вирус гипотеза вич иллюстрация
2053;The dark secrets of a surveillance state;1119363;Informative Fascinating Courageous;штази германия информатор режим сотрудник инструмент полиция агент шаг хубертус
2054;Why I live in mortal dread of public speaking;1400437;Inspiring Courageous Beautiful;пение имя стив заикание тема выступление метод привет лазейка сочетание
2055;Beware, fellow plutocrats, the pitchforks are coming;1252551;Persuasive Informative Courageous;экономика рабочий плутократ зарплата капитализм неравенство процветание класс повышение плата
2056;Own your body's data;1082274;Informative Funny Persuasive;температура доктор врач цикл беременность нос вероятность статистика железа дональд
2057;How prisons can help inmates live meaningful lives;760072;Inspiring Informative Persuasive;тюрьма камера заключенный блок надзиратель сотня туалет персонал стратегия среда
2059;The danger of silence;2992923;Inspiring Beautiful Courageous;молчание ученик класс сцена геноцид христианин доказательство голос существование труп
2060;Why ordinary people need to understand power;1558353;Inspiring Persuasive Informative;власть курс политика рассказ навык америка практика активист заголовок основа
2061;A Magna Carta for the web;968715;Informative OK Inspiring;доступ пузырь фильтр цензура состояние род свобода хартия сфера смысл
2062;Why lunch ladies are heroes;1116024;Inspiring Beautiful Funny;буфетчица буфет обед комикс открытка течение поделка бумага картина крозоска
2063;Everyday objects, tragic histories;928201;Informative OK Inspiring;геноцид жертва захоронение преступление напоминание нация идентификация судмедэксперт убийство уничтожение
2064;How I brought a river, and my city, back to life;589120;Inspiring Informative OK;река фес площадь мера плита медина свалка рсиф отдых набережная
2065;Crop insurance, an idea worth seeding;492570;Inspiring Informative Ingenious;фермер дождь урожай сезон страховка кредит засуха страхование облако семя
2066;Depressed dogs, cats with OCD — what animal madness means for us humans;1184757;Informative Inspiring Beautiful;собака препарат расстройство бунлуа тревога заболевание кошка ПТСР кролик лекарство
2067;Can we prevent the end of the world?;1147201;Informative Inspiring Fascinating;угроза контроль событие вероятность человечество фантастика вариант эволюция издатель шкала
2068;Find your voice against gender violence;744995;Courageous Inspiring Informative;девушка сми сообщение комментарий насилие расширение ситуация взгляд событие блог
2069;What's the next window into our universe?;1171543;Informative Fascinating Inspiring;вселенная астероид небо звезда галактика расстояние телескоп теория орбита солнце
2070;How to live passionately—no matter your age;2622309;Inspiring Beautiful Funny;оммм фантазия старение любовь бандерас антонио девушка настрой молодой невидимка
2071;Please, please, people. Let's put the 'awe' back in 'awesome';1359503;Funny Persuasive OK;колесо акула потрясение сандвич каньон высадка пирамида пчела фотографирование зуб
2072;Why does the universe exist?;2183243;Fascinating Funny Unconvincing;вселенная бог бытие загадка физик уравнение физика число пустота теория
2073;Don't like clickbait? Don't click;999146;Persuasive Informative Inspiring;ссылка переход медиапространство щенок фея чернокожий содержание партия новость кардашьян
2074;How our stories cross over;804747;Courageous Beautiful Inspiring;поколение ямайка сын мигрант лутон версия моторзой одежда шаг заголовок
2075;How to grow a tiny forest anywhere;947136;Inspiring Ingenious Informative;лес производство выращивание методика двор тойота качество почва завод дерево
2076;What makes us get sick? Look upstream;1208803;Informative Inspiring Persuasive;вероника врач здоровье первопричина условие здравоохранение искатель клиника подход специалист
2077;A neural portrait of the human mind;952216;Informative Fascinating Beautiful;область участок распознавание разум предмет сканирование цвет нейрон поверхность восприятие
2078;A park underneath the hustle and bustle of New York City;782874;Inspiring Ingenious Beautiful;нью-йорк лайн парк район бабушка зелень брат сестра купол сайда
2088;The magic of the Amazon: A river that flows invisibly all around us;810909;Fascinating Informative Inspiring;лес амазонка река дождь пустыня атмосфера воздух дерево сезон сердце
2089;Wry photos that turn stereotypes upside down;1329104;Funny Beautiful Inspiring;россия ирония картина артефакт девушка гнев водка халка стереотип мечта
2090;How not to be ignorant about the world;2704802;Informative Funny Inspiring;шимпанзе бедность знание факт девочка мнение шведов сми бедствие акула
2091;Why a good book is a secret door;1367187;Funny Inspiring Beautiful;нико кит сообщение магазин рэндольф дыня ложь дверь рассказ райли
2092;How to reinvent the apartment building;1404589;Informative Fascinating Inspiring;парк жилой строительство жилье качество пекин среда пригород плотность блок
2093;The state of the climate — and what we might do about it;703256;Informative Persuasive Inspiring;перемена экономика уголь калифорния пекин газ лес китай климат рост
2094;Big data is better data;1029168;Informative Fascinating Inspiring;пирог самуэль алгоритм артур диск термин безопасность свобода водитель руль
2095;The courage to tell a hidden story;1118973;Courageous Inspiring Beautiful;газ коллега борьба мохаммед джакузи запрет воздух боевой газа выход
2096;“Am I dying?” The honest answer.;1693184;Inspiring Beautiful Courageous;смерть реакция ужас пора врач смирение авария реанимация прощение приступ
2097;Sanitation is a basic human right;705280;Informative Persuasive Inspiring;яма туалет река фекалия отходы инфраструктура использование условие санитария оборудование
2098;Where to train the world's doctors? Cuba.;717644;Inspiring Informative Fascinating;врач здравоохранение выпускник куба молодой институт гондурас гарифун гаити сотня
2099;The career advice you probably didn’t get;2734230;Informative Inspiring Persuasive;пост звено совет хватка качество способность стратегия навык продвижение сотрудник
2100;Why I take the piano on the road … and in the air;842087;Beautiful Inspiring Fascinating;гендель беркен произведение дарья ден мнение концерт знаменитость выражение чистота
2101;New thoughts on capital in the twenty-first century;1142433;Informative Fascinating Persuasive;богатство рост неравенство капитал доход экономика возврат распределение факт налог
2102;Why thinking you're ugly is bad for you;2691663;Inspiring Beautiful Informative;подросток внешность девочка давление комментарий влияние культура занятие зеркало самооценка
2103;One more reason to get a good night’s sleep;3077284;Informative Fascinating Persuasive;сон сосуд отходы бета амилоид жидкость избавление поверхность вещество гален
2104;How to upgrade democracy for the Internet era;1113586;Inspiring Courageous Persuasive;гражданин обсуждение представитель партия демократия конгресс участие власть соответствие платформа
2105;The hidden force in global economics: sending money home;1169011;Inspiring Informative Fascinating;перевод мигрант комиссия рабочий деревня сумма сомали вариант бангладеш канал
2106;Why privacy matters;1654640;Informative Persuasive Courageous;наблюдение власть журналист почта свобода секрет мышление учреждение взгляд обвинение
2107;It’s our city. Let’s fix it;647073;Inspiring Informative Fascinating;участие выборы власть гражданин принятие пора полномочие леандро кампания избиратель
2108;The simple power of hand-washing;916348;Informative Inspiring Persuasive;мыло мытье здравоохранение сектор холера бренд заболевание изобретение привычка гигиена
2109;The future of early cancer detection?;1077993;Inspiring Ingenious Informative;рак анализ белок стадия кровь врач реакция днк заболевание симптом
2110;How to help refugees rebuild their world;887888;Inspiring Informative Courageous;беженец хани лагерь граница брат сирия университет мальчик ливан девочка
2111;My father, locked in his body but soaring free;1031214;Inspiring Beautiful Courageous;состояние мышца паралич голос конечность палата буква палец инсульт опыт
2112;What do we do with all this big data?;1054105;Informative Inspiring Persuasive;курение факт айзек смысл коллаборатория хаксли сигарета оруэлл ролик список
2113;The leaders who ruined Africa, and the generation who can fix it;1141341;Inspiring Informative Courageous;лидер поколение институт эрик зимбабве мышь латиш переворот рабочий мадагаскар
2114;Should you donate differently?;1119277;Informative Inspiring Persuasive;перевод житель предприятие кения гроб логика платеж средство оборудование телефон
2115;A science award that makes you laugh, then think;1278858;Funny Informative Fascinating;премия доктор лауреат церемония бюстгальтер колоноскопия кислород травма традиция дятел
2116;What I learned from spending 31 days underwater;1123098;Fascinating Beautiful Inspiring;дно риф приключение лаборатория камера орляк жертва смысл секунда любопытство
2117;Photos that give voice to the animal kingdom;1273311;Beautiful Inspiring Fascinating;пещера мех шкура чешуя единство племя различие достоинство смит кожа
2118;How I defend the rule of law;856045;Courageous Inspiring Informative;афганистан нагма журналист справедливость джирга сосед защита долг сахар пресса
2119;A flying camera ... on a leash;1147737;Informative OK Fascinating;камера снимок управление поводок протест россия угол профессия зрение дрон
2120;Yes, I survived cancer. But that doesn't define me;828838;Inspiring Beautiful Courageous;рак опыт капеллан личность смысл химиотерапия автобус остановка муж травма
2121;What new power looks like;1251894;Informative Inspiring OK;власть кампания участие звонок сообщение водитель ценность хазар трудность активист
2122;Be an opportunity maker;1778185;Inspiring Informative Persuasive;создатель комната талант тенденция бадминтон опыт сознание режим способность сан
2124;4 lessons I learned from taking a stand against drugs and gun violence;1060328;Inspiring Informative Courageous;наркотик оружие бразилия урок контроль наркополитика америка противник аргумент комиссия
